       0	        0	        0	        0	        0	        0	        0	 
  0.0002	  71135.6	  4.34307	  4.34307	  1049.15	  4.34307	  4.34307	 
  0.0004	   539529	  253.188	  253.188	  19387.7	  253.188	  253.188	 
  0.0006	 1.72634e+06	  2626.98	  2626.98	   103689	  2626.98	  2626.98	 
  0.0008	 3.87954e+06	  13444.8	  13444.8	   333788	  13444.8	  13444.8	 
   0.001	 7.18369e+06	  46717.6	  46717.6	   813588	  46717.6	  46717.6	 
  0.0012	 1.17687e+07	   127067	   127067	 1.66314e+06	   127067	   127067	 
  0.0014	 1.77177e+07	   291864	   291864	 3.01107e+06	   291864	   291864	 
  0.0016	 2.50738e+07	   592376	   592376	 4.9879e+06	   592376	   592376	 
  0.0018	 3.38467e+07	 1.0939e+06	 1.0939e+06	 7.72035e+06	 1.0939e+06	 1.0939e+06	 
   0.002	 4.40176e+07	 1.87495e+06	 1.87495e+06	 1.13267e+07	 1.87495e+06	 1.87495e+06	 
  0.0022	 5.55446e+07	 3.0256e+06	 3.0256e+06	 1.59132e+07	 3.0256e+06	 3.0256e+06	 
  0.0024	 6.83667e+07	 4.64524e+06	 4.64524e+06	 2.15714e+07	 4.64524e+06	 4.64524e+06	 
  0.0026	 8.24079e+07	 6.83986e+06	 6.83986e+06	 2.83763e+07	 6.83986e+06	 6.83986e+06	 
  0.0028	 9.75799e+07	 9.71899e+06	 9.71899e+06	 3.63851e+07	 9.71899e+06	 9.71899e+06	 
   0.003	 1.13786e+08	 1.33926e+07	 1.33926e+07	 4.56369e+07	 1.33926e+07	 1.33926e+07	 
  0.0032	 1.30922e+08	 1.79682e+07	 1.79682e+07	 5.61529e+07	 1.79682e+07	 1.79682e+07	 
  0.0034	 1.4888e+08	 2.35474e+07	 2.35474e+07	 6.79363e+07	 2.35474e+07	 2.35474e+07	 
  0.0036	 1.6755e+08	 3.0224e+07	 3.0224e+07	 8.09736e+07	 3.0224e+07	 3.0224e+07	 
  0.0038	 1.86821e+08	 3.80806e+07	 3.80806e+07	 9.52356e+07	 3.80806e+07	 3.80806e+07	 
   0.004	 2.06582e+08	 4.71876e+07	 4.71876e+07	 1.10678e+08	 4.71876e+07	 4.71876e+07	 
  0.0042	 2.26724e+08	 5.76009e+07	 5.76009e+07	 1.27245e+08	 5.76009e+07	 5.76009e+07	 
  0.0044	 2.47141e+08	 6.93611e+07	 6.93611e+07	 1.44867e+08	 6.93611e+07	 6.93611e+07	 
  0.0046	 2.67731e+08	 8.24921e+07	 8.24921e+07	 1.63465e+08	 8.24921e+07	 8.24921e+07	 
  0.0048	 2.88394e+08	 9.70016e+07	 9.70016e+07	 1.82954e+08	 9.70016e+07	 9.70016e+07	 
   0.005	 3.09037e+08	 1.1288e+08	 1.1288e+08	 2.03238e+08	 1.1288e+08	 1.1288e+08	 
  0.0052	 3.2957e+08	 1.30102e+08	 1.30102e+08	 2.24218e+08	 1.30102e+08	 1.30102e+08	 
  0.0054	 3.4991e+08	 1.48625e+08	 1.48625e+08	 2.4579e+08	 1.48625e+08	 1.48625e+08	 
  0.0056	 3.69979e+08	 1.68393e+08	 1.68393e+08	 2.67849e+08	 1.68393e+08	 1.68393e+08	 
  0.0058	 3.89704e+08	 1.89334e+08	 1.89334e+08	 2.90286e+08	 1.89334e+08	 1.89334e+08	 
   0.006	 4.09018e+08	 2.11365e+08	 2.11365e+08	 3.12993e+08	 2.11365e+08	 2.11365e+08	 
  0.0062	 4.2786e+08	 2.34392e+08	 2.34392e+08	 3.35864e+08	 2.34392e+08	 2.34392e+08	 
  0.0064	 4.46173e+08	 2.58308e+08	 2.58308e+08	 3.58792e+08	 2.58308e+08	 2.58308e+08	 
  0.0066	 4.63909e+08	 2.83001e+08	 2.83001e+08	 3.81675e+08	 2.83001e+08	 2.83001e+08	 
  0.0068	 4.81023e+08	 3.0835e+08	 3.0835e+08	 4.04412e+08	 3.0835e+08	 3.0835e+08	 
   0.007	 4.97474e+08	 3.34229e+08	 3.34229e+08	 4.26909e+08	 3.34229e+08	 3.34229e+08	 
  0.0072	 5.1323e+08	 3.60509e+08	 3.60509e+08	 4.49074e+08	 3.60509e+08	 3.60509e+08	 
  0.0074	 5.28259e+08	 3.87059e+08	 3.87059e+08	 4.70821e+08	 3.87059e+08	 3.87059e+08	 
  0.0076	 5.42538e+08	 4.13747e+08	 4.13747e+08	 4.92068e+08	 4.13747e+08	 4.13747e+08	 
