0	0.0	0.0	0.0	0.0	0.0	0.0
0.0002	1.16077695124e-21	6.22479084099e-17	3.72594489064e-19	3.6934603916e-18	3.8070121636e-23	2.80437409646e-13
0.0004	9.28620589885e-21	4.97982112537e-16	1.49037788362e-18	1.4773840212e-17	1.52280485349e-22	1.12174453973e-12
0.0006	3.13409121338e-20	1.68068573257e-15	3.35335007473e-18	3.32411374297e-17	3.42631089347e-22	2.52391374204e-12
0.0008	7.4289491814e-20	3.98383842448e-15	5.96151095345e-18	5.90953500132e-17	6.09121931836e-22	4.48693736841e-12
0.001	1.45096511964e-19	7.78091638009e-15	9.31486041083e-18	9.23364759309e-17	9.51753011025e-22	7.01080777076e-12
0.0012	2.50726510476e-19	1.3445392327e-14	1.34133983379e-17	1.32964513151e-16	1.37052432512e-21	1.00955173011e-11
0.0014	3.98143996109e-19	2.13507355288e-14	1.82571246258e-17	1.80979459643e-16	1.86543587233e-21	1.37410583114e-11
0.0016	5.94313448489e-19	3.18704117849e-14	2.38460391655e-17	2.36381313374e-16	2.43648765086e-21	1.79474231539e-11
0.0018	8.4619931811e-19	4.53778834304e-14	3.0180141848e-17	2.99170072313e-16	3.08367965892e-21	2.27146041807e-11
0.002	1.16076602633e-18	6.22466093367e-14	3.72594325645e-17	3.69345734428e-16	3.80701189472e-21	2.80425937441e-11
0.0022	1.54497796538e-18	8.28500449109e-14	4.5083911206e-17	4.46908297689e-16	4.60648435646e-21	3.39313841965e-11
0.0024	2.00579949836e-18	1.07561642096e-13	5.36535776635e-17	5.31857760062e-16	5.48209704235e-21	4.03809678901e-11
0.0026	2.55019495923e-18	1.36754849371e-13	6.29684318281e-17	6.24194119518e-16	6.4338499506e-21	4.73913371776e-11
0.0028	3.18512865281e-18	1.70803111752e-13	7.30284735908e-17	7.23917374024e-16	7.46174307942e-21	5.49624844115e-11
0.003	3.91756485482e-18	2.10079870789e-13	8.38337028428e-17	8.31027521549e-16	8.56577642701e-21	6.30944019443e-11
0.0032	4.75446781181e-18	2.54958564569e-13	9.5384119475e-17	9.45524560061e-16	9.74594999158e-21	7.17870821287e-11
0.0034	5.70280174122e-18	3.05812627716e-13	1.07679723379e-16	1.06740848753e-15	1.10022637713e-20	8.10405173175e-11
0.0036	6.76953083135e-18	3.63015491389e-13	1.20720514444e-16	1.19667930192e-15	1.23347177645e-20	9.08546998636e-11
0.0038	7.96161924137e-18	4.26940583283e-13	1.34506492564e-16	1.33333700121e-15	1.37433119693e-20	1.0122962212e-10
0.004	9.28603110133e-18	4.9796132763e-13	1.49037657628e-16	1.47738158335e-15	1.52280463838e-20	1.12165276439e-10
0.0042	1.07497305121e-17	5.76451145198e-13	1.64314009527e-16	1.62881304633e-15	1.67889210064e-20	1.23661655174e-10
0.0044	1.23596815455e-17	6.62783453291e-13	1.80335548153e-16	1.7876313881e-15	1.84259358352e-20	1.35718750679e-10
0.0046	1.41228482442e-17	7.57331665747e-13	1.97102273396e-16	1.95383660664e-15	2.01390908685e-20	1.48336555305e-10
0.0048	1.60461946216e-17	8.60469192945e-13	2.14614185149e-16	2.12742869991e-15	2.19283861044e-20	1.61515061408e-10
0.005	1.81366846622e-17	9.72569441795e-13	2.328712833e-16	2.30840766589e-15	2.37938215411e-20	1.75254261339e-10
0.0052	2.04012823212e-17	1.09400581575e-12	2.51873567743e-16	2.49677350254e-15	2.57353971769e-20	1.89554147453e-10
0.0054	2.28469515247e-17	1.22515171479e-12	2.71621038368e-16	2.69252620783e-15	2.775311301e-20	2.04414712102e-10
0.0056	2.54806561697e-17	1.36638053543e-12	2.92113695065e-16	2.89566577973e-15	2.98469690385e-20	2.1983594764e-10
0.0058	2.8309360124e-17	1.51806567075e-12	3.13351537727e-16	3.10619221621e-15	3.20169652607e-20	2.35817846422e-10
0.006	3.13400272264e-17	1.68058051032e-12	3.35334566243e-16	3.32410551523e-15	3.42631016748e-20	2.523604008e-10
0.0062	3.45796212865e-17	1.85429844028e-12	3.58062780506e-16	3.54940567477e-15	3.6585378279e-20	2.69463603127e-10
0.0064	3.80351060848e-17	2.0395928433e-12	3.81536180406e-16	3.78209269279e-15	3.89837950714e-20	2.87127445759e-10
0.0066	4.17134453725e-17	2.23683709857e-12	4.05754765834e-16	4.02216656726e-15	4.14583520504e-20	3.05351921049e-10
0.0068	4.56216028718e-17	2.44640458185e-12	4.30718536681e-16	4.26962729615e-15	4.40090492141e-20	3.24137021351e-10
0.007	4.97665422759e-17	2.6686686654e-12	4.56427492838e-16	4.52447487742e-15	4.66358865608e-20	3.43482739018e-10
0.0072	5.41552272487e-17	2.90400271803e-12	4.82881634197e-16	4.78670930906e-15	4.93388640885e-20	3.63389066405e-10
0.0074	5.8794621425e-17	3.1527801051e-12	5.10080960648e-16	5.05633058902e-15	5.21179817956e-20	3.83855995866e-10
0.0076	6.36916884104e-17	3.41537418849e-12	5.38025472083e-16	5.33333871527e-15	5.49732396802e-20	4.04883519756e-10
0.0078	6.88533917815e-17	3.69215832662e-12	5.66715168392e-16	5.61773368579e-15	5.79046377406e-20	4.26471630428e-10
0.008	7.42866950857e-17	3.98350587446e-12	5.96150049467e-16	5.90951549853e-15	6.0912175975e-20	4.48620320236e-10
0.0082	7.99985618414e-17	4.28979018348e-12	6.26330115198e-16	6.20868415148e-15	6.39958543815e-20	4.71329581536e-10
0.0084	8.59959555376e-17	4.61138460174e-12	6.57255365477e-16	6.51523964259e-15	6.71556729584e-20	4.94599406682e-10
